hhidpn,hhidpn_padded,hhid,pn,respondent_type_w8,respondent_type_w9,respondent_type_w10,respondent_type_w11,respondent_type_w12,respondent_type_w13,lb_record_present_w8,who_answered_raw_w8,lb_rtype_raw_w8,lb_eligible_raw_w8,lb_completion_mode_raw_w8,lb_record_present_w9,who_answered_raw_w9,lb_rtype_raw_w9,lb_eligible_raw_w9,lb_completion_mode_raw_w9,lb_record_present_w10,who_answered_raw_w10,lb_rtype_raw_w10,lb_eligible_raw_w10,lb_completion_mode_raw_w10,lb_record_present_w11,who_answered_raw_w11,lb_rtype_raw_w11,lb_eligible_raw_w11,lb_completion_mode_raw_w11,lb_record_present_w12,who_answered_raw_w12,lb_rtype_raw_w12,lb_eligible_raw_w12,lb_completion_mode_raw_w12,lb_record_present_w13,who_answered_raw_w13,lb_rtype_raw_w13,lb_eligible_raw_w13,lb_completion_mode_raw_w13,n_lb_wave_records,n_respondent_type_observed,n_code1_waves,n_code2_waves,first_lb_wave,last_lb_wave
11563010,011563010,011563,010,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
11575010,011575010,011575,010,,,,,,,1,,2,5,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,0,0,0,8,8
11575020,011575020,011575,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
11582020,011582020,011582,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
11590020,011590020,011590,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
11608010,011608010,011608,010,1,,1,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,1,,1,5,,5,2,2,0,8,13
11608040,011608040,011608,040,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,2,1,1,0,,,,,5,3,3,0,8,12
11611010,011611010,011611,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
11611011,011611011,011611,011,,,,,,1,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,1,4,1,1,1,1,1,0,13,13
11612010,011612010,011612,010,,,,,,,1,,1,5,,0,,,,,1,,1,5,,1,,2,1,5,1,,1,5,,0,,,,,4,0,0,0,8,12
11612040,011612040,011612,040,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,2,1,5,0,,,,,0,,,,,2,0,0,0,10,11
11620010,011620010,011620,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
11620040,011620040,011620,040,1,,,,1,,1,1,4,1,1,1,,1,5,,1,,2,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,6,2,2,0,8,13
11626010,011626010,011626,010,,1,,,,2,1,,1,5,,1,1,2,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,2,4,1,1,6,2,1,1,8,13
11626011,011626011,011626,011,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
11656010,011656010,011656,010,,,,,,,1,,4,1,5,1,,1,5,,1,,2,1,5,0,,,,,0,,,,,0,,,,,3,0,0,0,8,10
11667020,011667020,011667,020,,1,,,,,1,,1,5,,1,1,4,1,1,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
11667030,011667030,011667,030,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,5,2,2,0,8,12
11671010,011671010,011671,010,,,,,,,1,,1,5,,0,,,,,1,,1,5,,1,,2,1,5,0,,,,,0,,,,,3,0,0,0,8,11
11671040,011671040,011671,040,,,,,,,1,,1,5,,0,,,,,1,,1,5,,1,,2,1,5,1,,1,5,,1,,2,1,5,5,0,0,0,8,13
11678010,011678010,011678,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
11678040,011678040,011678,040,,1,,,,,1,,1,5,,1,1,4,1,1,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
11678041,011678041,011678,041,,1,,,,,1,,1,5,,1,1,4,1,1,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
11690010,011690010,011690,010,,1,,1,,2,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,2,4,1,1,6,3,2,1,8,13
11694010,011694010,011694,010,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,6,1,1,0,8,13
11694020,011694020,011694,020,,,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,6,0,0,0,8,13
11716010,011716010,011716,010,,,,,2,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,1,2,4,1,1,0,,,,,5,1,0,1,8,12
11765010,011765010,011765,010,1,,1,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,6,2,2,0,8,13
11787010,011787010,011787,010,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,6,2,2,0,8,13
11793010,011793010,011793,010,1,,,,,,1,1,4,1,2,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
11798010,011798010,011798,010,,,,,,,1,,1,5,,0,,,,,1,,1,5,,1,,3,1,5,1,,1,5,,1,,2,1,5,5,0,0,0,8,13
11802010,011802010,011802,010,1,,,,1,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,6,2,2,0,8,13
11802011,011802011,011802,011,,,,,1,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
11810010,011810010,011810,010,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,1,5,,0,,,,,1,0,0,0,12,12
11825010,011825010,011825,010,,2,,,,,1,,1,5,,1,2,4,1,2,1,,1,5,,1,,2,1,1,1,,1,5,,0,,,,,5,1,0,1,8,12
11825040,011825040,011825,040,,,,,,,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,0,0,0,8,8
11826011,011826011,011826,011,,,1,,1,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,3,1,1,0,,,,,4,2,2,0,9,12
11841010,011841010,011841,010,1,,1,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,6,2,2,0,8,13
11854010,011854010,011854,010,1,,,,1,,1,1,4,1,1,1,,1,5,,1,9,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,2,2,0,8,13
11854020,011854020,011854,020,,,1,,,,1,,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,6,1,1,0,8,13
11856010,011856010,011856,010,1,,,,2,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,2,4,1,1,1,,1,5,,6,2,1,1,8,13
11859010,011859010,011859,010,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,6,1,1,0,8,13
11862020,011862020,011862,020,1,,,,,,1,1,4,1,2,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
11862030,011862030,011862,030,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
11876010,011876010,011876,010,1,,1,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,4,2,2,0,8,11
11878040,011878040,011878,040,,1,,1,,,0,,,,,1,1,4,1,1,0,,,,,1,1,2,1,1,1,,1,5,,0,,,,,3,2,2,0,9,12
11881010,011881010,011881,010,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
11881011,011881011,011881,011,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
11902030,011902030,011902,030,,,,2,,,1,,1,5,,1,,2,1,5,1,,1,5,,1,2,2,1,1,0,,,,,0,,,,,4,1,0,1,8,11
11902031,011902031,011902,031,,,,1,,1,1,,1,5,,1,,2,1,5,1,,1,5,,1,1,2,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
11907010,011907010,011907,010,1,,,,,,1,1,4,1,1,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,1,1,0,8,8
11907020,011907020,011907,020,1,,,,,,1,1,4,1,1,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,1,1,0,8,8
11911010,011911010,011911,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
11911040,011911040,011911,040,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,3,1,1,1,,1,5,,1,,4,1,5,6,2,2,0,8,13
11932020,011932020,011932,020,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,6,2,2,0,8,13
11932030,011932030,011932,030,,,,,,,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,0,0,0,8,8
11933010,011933010,011933,010,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,2,1,5,6,2,2,0,8,13
11936010,011936010,011936,010,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,0,,,,,4,2,2,0,8,11
11936011,011936011,011936,011,,2,,,,,1,,1,5,,1,2,4,1,1,0,,,,,0,,,,,0,,,,,0,,,,,2,1,0,1,8,9
11936012,011936012,011936,012,,,,1,,,0,,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,0,,,,,2,1,1,0,11,12
11937010,011937010,011937,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
11948020,011948020,011948,020,,2,,1,,2,1,,1,5,,1,2,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,2,4,1,1,6,3,1,2,8,13
11983040,011983040,011983,040,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
11993010,011993010,011993,010,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,6,2,2,0,8,13
11993020,011993020,011993,020,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
11999010,011999010,011999,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
11999020,011999020,011999,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
12005010,012005010,012005,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
12005040,012005040,012005,040,,,,,,,1,,4,1,1,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,0,0,0,8,8
12009010,012009010,012009,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
12009040,012009040,012009,040,,1,,1,,1,1,,1,5,,1,1,2,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
12010010,012010010,012010,010,1,,,,,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
12010020,012010020,012010,020,1,,,,,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
12033010,012033010,012033,010,,1,,1,,1,1,,1,5,,1,1,2,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
12033011,012033011,012033,011,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
12045010,012045010,012045,010,,,,,,,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,0,0,0,8,8
12045011,012045011,012045,011,,,,,,,1,,1,5,,1,,4,1,1,0,,,,,1,,2,1,5,1,,1,5,,0,,,,,4,0,0,0,8,12
12094010,012094010,012094,010,,2,,,,,1,,1,5,,1,2,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,6,1,0,1,8,13
12094011,012094011,012094,011,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,2,1,5,4,1,1,0,10,13
12104010,012104010,012104,010,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,,4,1,5,6,1,1,0,8,13
12104020,012104020,012104,020,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,0,,,,,4,2,2,0,8,11
12106010,012106010,012106,010,,,,,,,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,0,0,0,8,8
12108010,012108010,012108,010,1,,,,,,1,1,4,1,2,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,1,1,0,8,8
12112030,012112030,012112,030,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
12118030,012118030,012118,030,,,,,,,1,,1,5,,1,3,2,1,4,1,,1,5,,1,,2,1,5,1,,1,5,,0,,,,,5,0,0,0,8,12
12124020,012124020,012124,020,1,,,,1,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,0,,,,,5,2,2,0,8,12
12124030,012124030,012124,030,1,,1,,2,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,2,4,1,1,1,,1,5,,6,3,2,1,8,13
12135020,012135020,012135,020,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
12135030,012135030,012135,030,,2,,,,2,1,,1,5,,1,2,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,2,4,1,1,6,2,0,2,8,13
12145010,012145010,012145,010,,,,,,,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,0,0,0,8,8
12145020,012145020,012145,020,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
12161010,012161010,012161,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
12161020,012161020,012161,020,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,3,1,1,0,8,10
12162010,012162010,012162,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
12166010,012166010,012166,010,,,,,,,1,,1,5,,1,,2,1,5,0,,,,,0,,,,,1,,1,5,,0,,,,,3,0,0,0,8,12
12166040,012166040,012166,040,,,,,,,1,,1,5,,1,,2,1,5,0,,,,,0,,,,,1,,1,5,,0,,,,,3,0,0,0,8,12
12172010,012172010,012172,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
12172020,012172020,012172,020,,2,,,,,1,,1,5,,1,2,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,3,1,0,1,8,10
12174040,012174040,012174,040,,,,,,,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,0,0,0,8,8
12178010,012178010,012178,010,,,,,,,1,,1,5,,1,,4,1,5,0,,,,,0,,,,,0,,,,,0,,,,,2,0,0,0,8,9
12179010,012179010,012179,010,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,,4,1,1,6,1,1,0,8,13
12183010,012183010,012183,010,,,,,,,1,,4,1,1,1,,1,5,,1,,4,1,5,0,,,,,0,,,,,0,,,,,3,0,0,0,8,10
12195010,012195010,012195,010,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,1,,1,5,,0,,,,,4,1,1,0,8,12
12196010,012196010,012196,010,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,6,2,2,0,8,13
12196020,012196020,012196,020,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
12218010,012218010,012218,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
12218020,012218020,012218,020,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
12223020,012223020,012223,020,,1,,,,,1,,1,5,,1,1,4,1,1,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
12232010,012232010,012232,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
12232040,012232040,012232,040,1,,2,,,,1,1,4,1,1,1,,1,5,,1,2,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,6,2,1,1,8,13
12235010,012235010,012235,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
12235040,012235040,012235,040,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
12242010,012242010,012242,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
12242020,012242020,012242,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
12243020,012243020,012243,020,,,,,,,1,,1,5,,1,3,2,1,4,1,,1,5,,1,,3,1,1,1,,1,5,,1,,2,1,5,6,0,0,0,8,13
12243030,012243030,012243,030,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
12252020,012252020,012252,020,1,,1,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,0,,,,,0,,,,,3,2,2,0,8,10
12257010,012257010,012257,010,,,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,0,,,,,0,,,,,3,0,0,0,9,11
12257040,012257040,012257,040,,,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,5,0,0,0,9,13
12273010,012273010,012273,010,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,2,1,5,6,2,2,0,8,13
12273040,012273040,012273,040,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,2,1,5,6,2,2,0,8,13
12274010,012274010,012274,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
12274020,012274020,012274,020,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
12276020,012276020,012276,020,,,,1,,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
12276030,012276030,012276,030,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
12280020,012280020,012280,020,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
12280030,012280030,012280,030,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
12285010,012285010,012285,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
12292010,012292010,012292,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
12292020,012292020,012292,020,1,,,,1,,1,1,4,1,1,0,,,,,1,,2,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,5,2,2,0,8,13
12302010,012302010,012302,010,1,,,,,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
12310010,012310010,012310,010,1,,1,,,,1,1,4,1,1,1,,1,5,,1,1,2,1,1,1,,1,5,,1,,4,1,5,0,,,,,5,2,2,0,8,12
12310011,012310011,012310,011,1,,,,,,1,1,4,1,1,1,,1,5,,0,,,,,1,,1,5,,0,,,,,0,,,,,3,1,1,0,8,11
12315010,012315010,012315,010,1,,,,,,1,1,4,1,1,1,,1,5,,0,,,,,1,,1,5,,0,,,,,0,,,,,3,1,1,0,8,11
12315040,012315040,012315,040,1,,,,,,1,1,4,1,1,1,,1,5,,0,,,,,1,,1,5,,0,,,,,0,,,,,3,1,1,0,8,11
12318010,012318010,012318,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
12319010,012319010,012319,010,1,,1,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,6,2,2,0,8,13
12344010,012344010,012344,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
12344020,012344020,012344,020,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
12345020,012345020,012345,020,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,2,0,0,0,12,13
12393020,012393020,012393,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
12393030,012393030,012393,030,1,,2,,,,1,1,4,1,1,1,,1,5,,1,2,4,1,1,1,,1,5,,0,,,,,0,,,,,4,2,1,1,8,11
12394010,012394010,012394,010,,,,,,2,1,,1,5,,1,,4,1,1,1,,1,5,,0,,,,,1,,1,5,,1,2,4,1,1,5,1,0,1,8,13
12401040,012401040,012401,040,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,,4,1,5,6,1,1,0,8,13
12417010,012417010,012417,010,,,,,,,1,,3,1,5,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,0,0,0,8,8
12418020,012418020,012418,020,1,,,,1,,1,1,4,1,2,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,0,,,,,3,2,2,0,8,12
12418030,012418030,012418,030,1,,,,,,1,1,4,1,2,0,,,,,0,,,,,1,,1,5,,1,,3,1,5,0,,,,,3,1,1,0,8,12
12443010,012443010,012443,010,1,,,,,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
12443040,012443040,012443,040,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
12445010,012445010,012445,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,2,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
12455010,012455010,012455,010,,,1,,1,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,2,2,0,8,13
12458020,012458020,012458,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
12474040,012474040,012474,040,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
12479010,012479010,012479,010,,,,1,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,6,1,1,0,8,13
12481010,012481010,012481,010,,2,,1,,1,1,,1,5,,1,2,4,1,1,1,,1,5,,1,1,2,1,1,1,,1,5,,1,1,4,1,1,6,3,2,1,8,13
12481011,012481011,012481,011,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,2,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
12484010,012484010,012484,010,1,,1,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,6,2,2,0,8,13
12484020,012484020,012484,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
12494010,012494010,012494,010,1,,,,,,1,1,4,1,1,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,1,1,0,8,8
12494040,012494040,012494,040,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
12507010,012507010,012507,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
12510010,012510010,012510,010,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,6,1,1,0,8,13
12510020,012510020,012510,020,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,6,2,2,0,8,13
12512010,012512010,012512,010,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,6,2,2,0,8,13
