hhidpn,hhidpn_padded,hhid,pn,year,wave,respondent_type,who_answered_raw,lb_rtype_raw,lb_eligible_raw,lb_completion_mode_raw,lb_record_present,source_who_answered_variable
10773030,010773030,010773,030,2010,10,,,1,5,,1,MLB051
10773030,010773030,010773,030,2012,11,1,1,4,1,1,1,NLB085
10773030,010773030,010773,030,2014,12,,,1,5,,1,OLB077
10773030,010773030,010773,030,2016,13,1,1,4,1,1,1,PLB077
10775020,010775020,010775,020,2006,8,,,1,5,,1,KLB051
10775020,010775020,010775,020,2008,9,,,2,1,1,1,LLB051
10775020,010775020,010775,020,2010,10,,,1,5,,1,MLB051
10775030,010775030,010775,030,2006,8,,,1,5,,1,KLB051
10775030,010775030,010775,030,2008,9,,,2,1,1,1,LLB051
10775030,010775030,010775,030,2010,10,,,1,5,,1,MLB051
10776010,010776010,010776,010,2006,8,,,1,5,,1,KLB051
10781010,010781010,010781,010,2008,9,1,1,2,1,1,1,LLB051
10781010,010781010,010781,010,2010,10,,,1,5,,1,MLB051
10781010,010781010,010781,010,2012,11,,,4,1,5,1,NLB085
10781040,010781040,010781,040,2008,9,1,1,2,1,1,1,LLB051
10781040,010781040,010781,040,2010,10,,,1,5,,1,MLB051
10781040,010781040,010781,040,2012,11,,,4,1,5,1,NLB085
10818010,010818010,010818,010,2006,8,1,1,4,1,1,1,KLB051
10818010,010818010,010818,010,2008,9,,,1,5,,1,LLB051
10818010,010818010,010818,010,2010,10,1,1,4,1,1,1,MLB051
10818010,010818010,010818,010,2012,11,,,1,5,,1,NLB085
10818010,010818010,010818,010,2014,12,1,1,4,1,1,1,OLB077
10818010,010818010,010818,010,2016,13,,,1,5,,1,PLB077
10818040,010818040,010818,040,2006,8,1,1,4,1,1,1,KLB051
10818040,010818040,010818,040,2008,9,,,1,5,,1,LLB051
10818040,010818040,010818,040,2010,10,1,1,4,1,1,1,MLB051
10818040,010818040,010818,040,2012,11,,,1,5,,1,NLB085
10818040,010818040,010818,040,2014,12,1,1,4,1,1,1,OLB077
10818040,010818040,010818,040,2016,13,,,1,5,,1,PLB077
10822010,010822010,010822,010,2006,8,,,1,5,,1,KLB051
10822010,010822010,010822,010,2008,9,2,2,2,1,1,1,LLB051
10822010,010822010,010822,010,2010,10,,,1,5,,1,MLB051
10822010,010822010,010822,010,2012,11,,,2,1,5,1,NLB085
10822010,010822010,010822,010,2014,12,,,1,5,,1,OLB077
10822010,010822010,010822,010,2016,13,,,2,1,5,1,PLB077
10822040,010822040,010822,040,2006,8,,,1,5,,1,KLB051
10822040,010822040,010822,040,2008,9,1,1,2,1,1,1,LLB051
10822040,010822040,010822,040,2010,10,,,1,5,,1,MLB051
10822040,010822040,010822,040,2012,11,1,1,2,1,1,1,NLB085
10822040,010822040,010822,040,2014,12,,,1,5,,1,OLB077
10822040,010822040,010822,040,2016,13,,,2,1,5,1,PLB077
10893010,010893010,010893,010,2006,8,,,1,5,,1,KLB051
10893010,010893010,010893,010,2008,9,,,4,1,5,1,LLB051
10893010,010893010,010893,010,2010,10,,,1,5,,1,MLB051
10893010,010893010,010893,010,2012,11,,,4,1,5,1,NLB085
10893010,010893010,010893,010,2014,12,,,1,5,,1,OLB077
10893010,010893010,010893,010,2016,13,,,4,1,5,1,PLB077
10896010,010896010,010896,010,2006,8,,,1,5,,1,KLB051
10896010,010896010,010896,010,2008,9,,,4,1,5,1,LLB051
10896010,010896010,010896,010,2010,10,,,1,5,,1,MLB051
10896010,010896010,010896,010,2012,11,,,2,1,5,1,NLB085
10896010,010896010,010896,010,2014,12,,,1,5,,1,OLB077
10896010,010896010,010896,010,2016,13,,,2,1,5,1,PLB077
10902010,010902010,010902,010,2006,8,1,1,4,1,1,1,KLB051
10902010,010902010,010902,010,2008,9,,,1,5,,1,LLB051
10902010,010902010,010902,010,2010,10,1,1,4,1,1,1,MLB051
10902010,010902010,010902,010,2012,11,,,1,5,,1,NLB085
10917010,010917010,010917,010,2006,8,1,1,4,1,1,1,KLB051
10917010,010917010,010917,010,2008,9,,,1,5,,1,LLB051
10917010,010917010,010917,010,2010,10,1,1,4,1,1,1,MLB051
10917010,010917010,010917,010,2012,11,,,1,5,,1,NLB085
10917010,010917010,010917,010,2014,12,1,1,4,1,1,1,OLB077
10917010,010917010,010917,010,2016,13,,,1,5,,1,PLB077
10929010,010929010,010929,010,2010,10,,,1,5,,1,MLB051
10929040,010929040,010929,040,2010,10,,,1,5,,1,MLB051
10929040,010929040,010929,040,2012,11,,,4,1,5,1,NLB085
10929040,010929040,010929,040,2014,12,,,1,5,,1,OLB077
10941010,010941010,010941,010,2006,8,1,1,4,1,1,1,KLB051
10941010,010941010,010941,010,2008,9,,,1,5,,1,LLB051
10962010,010962010,010962,010,2006,8,,,1,5,,1,KLB051
10962010,010962010,010962,010,2008,9,1,1,4,1,1,1,LLB051
10962010,010962010,010962,010,2010,10,,,1,5,,1,MLB051
10962010,010962010,010962,010,2012,11,1,1,4,1,1,1,NLB085
10962010,010962010,010962,010,2014,12,,,1,5,,1,OLB077
10962010,010962010,010962,010,2016,13,1,1,4,1,1,1,PLB077
10989010,010989010,010989,010,2006,8,1,1,4,1,1,1,KLB051
10989010,010989010,010989,010,2008,9,,,1,5,,1,LLB051
10989010,010989010,010989,010,2010,10,1,1,4,1,1,1,MLB051
10989010,010989010,010989,010,2012,11,,,1,5,,1,NLB085
10989010,010989010,010989,010,2014,12,1,1,4,1,1,1,OLB077
10989010,010989010,010989,010,2016,13,,,1,5,,1,PLB077
10989020,010989020,010989,020,2006,8,1,1,4,1,1,1,KLB051
10989020,010989020,010989,020,2008,9,,,1,5,,1,LLB051
10989020,010989020,010989,020,2010,10,1,1,4,1,1,1,MLB051
10989020,010989020,010989,020,2012,11,,,1,5,,1,NLB085
10989020,010989020,010989,020,2014,12,1,1,4,1,1,1,OLB077
10989020,010989020,010989,020,2016,13,,,1,5,,1,PLB077
10994010,010994010,010994,010,2006,8,,,2,5,,1,KLB051
10994010,010994010,010994,010,2008,9,,,1,5,,1,LLB051
10994010,010994010,010994,010,2010,10,2,2,3,1,1,1,MLB051
10994010,010994010,010994,010,2012,11,,,1,5,,1,NLB085
11010010,011010010,011010,010,2006,8,1,1,4,1,1,1,KLB051
11010010,011010010,011010,010,2008,9,,,1,5,,1,LLB051
11010010,011010010,011010,010,2010,10,,,4,1,5,1,MLB051
11067020,011067020,011067,020,2006,8,1,1,4,1,1,1,KLB051
11067020,011067020,011067,020,2008,9,,,1,5,,1,LLB051
11067020,011067020,011067,020,2010,10,1,1,4,1,1,1,MLB051
11067020,011067020,011067,020,2012,11,,,1,5,,1,NLB085
11067020,011067020,011067,020,2014,12,,,2,1,5,1,OLB077
11067020,011067020,011067,020,2016,13,,,1,5,,1,PLB077
11067030,011067030,011067,030,2006,8,1,1,4,1,1,1,KLB051
11067030,011067030,011067,030,2008,9,,,1,5,,1,LLB051
11067030,011067030,011067,030,2010,10,1,1,4,1,1,1,MLB051
11067030,011067030,011067,030,2012,11,,,1,5,,1,NLB085
11067030,011067030,011067,030,2014,12,1,1,4,1,1,1,OLB077
11067030,011067030,011067,030,2016,13,,,1,5,,1,PLB077
11071010,011071010,011071,010,2006,8,1,1,4,1,1,1,KLB051
11071010,011071010,011071,010,2008,9,,,1,5,,1,LLB051
11071010,011071010,011071,010,2010,10,1,1,4,1,1,1,MLB051
11071010,011071010,011071,010,2012,11,,,1,5,,1,NLB085
11071010,011071010,011071,010,2014,12,2,2,3,1,1,1,OLB077
11071010,011071010,011071,010,2016,13,,,1,5,,1,PLB077
11071020,011071020,011071,020,2006,8,1,1,4,1,1,1,KLB051
11071020,011071020,011071,020,2008,9,,,1,5,,1,LLB051
11071020,011071020,011071,020,2010,10,1,1,4,1,1,1,MLB051
11071020,011071020,011071,020,2012,11,,,1,5,,1,NLB085
11071020,011071020,011071,020,2014,12,1,1,4,1,1,1,OLB077
11071020,011071020,011071,020,2016,13,,,1,5,,1,PLB077
11074020,011074020,011074,020,2006,8,,,1,5,,1,KLB051
11074020,011074020,011074,020,2008,9,,,4,1,1,1,LLB051
11074020,011074020,011074,020,2010,10,,,1,5,,1,MLB051
11141010,011141010,011141,010,2006,8,1,1,4,1,1,1,KLB051
11141010,011141010,011141,010,2008,9,,,1,5,,1,LLB051
11141010,011141010,011141,010,2010,10,2,2,4,1,1,1,MLB051
11141010,011141010,011141,010,2012,11,,,1,5,,1,NLB085
11141010,011141010,011141,010,2014,12,,,4,1,5,1,OLB077
11141010,011141010,011141,010,2016,13,,,1,5,,1,PLB077
11141020,011141020,011141,020,2006,8,1,1,4,1,1,1,KLB051
11141020,011141020,011141,020,2008,9,,,1,5,,1,LLB051
11141020,011141020,011141,020,2010,10,1,1,4,1,1,1,MLB051
11141020,011141020,011141,020,2012,11,,,1,5,,1,NLB085
11141020,011141020,011141,020,2014,12,1,1,4,1,1,1,OLB077
11141020,011141020,011141,020,2016,13,,,1,5,,1,PLB077
11179010,011179010,011179,010,2006,8,1,1,4,1,1,1,KLB051
11179010,011179010,011179,010,2008,9,,,1,5,,1,LLB051
11179010,011179010,011179,010,2010,10,1,1,4,1,1,1,MLB051
11179010,011179010,011179,010,2012,11,,,1,5,,1,NLB085
11179010,011179010,011179,010,2014,12,1,1,4,1,1,1,OLB077
11179010,011179010,011179,010,2016,13,,,1,5,,1,PLB077
11179020,011179020,011179,020,2006,8,1,1,2,5,1,1,KLB051
11179020,011179020,011179,020,2008,9,,,1,5,,1,LLB051
11179020,011179020,011179,020,2010,10,1,1,4,1,1,1,MLB051
11179020,011179020,011179,020,2012,11,,,1,5,,1,NLB085
11179020,011179020,011179,020,2014,12,1,1,4,1,1,1,OLB077
11179020,011179020,011179,020,2016,13,,,1,5,,1,PLB077
11186010,011186010,011186,010,2006,8,1,1,4,1,1,1,KLB051
11186010,011186010,011186,010,2008,9,,,1,5,,1,LLB051
11212010,011212010,011212,010,2006,8,,,4,1,5,1,KLB051
11212010,011212010,011212,010,2008,9,,,1,5,,1,LLB051
11212010,011212010,011212,010,2010,10,,,2,1,5,1,MLB051
11212010,011212010,011212,010,2012,11,,,1,5,,1,NLB085
11212010,011212010,011212,010,2014,12,1,1,4,1,1,1,OLB077
11212010,011212010,011212,010,2016,13,,,1,5,,1,PLB077
11212011,011212011,011212,011,2008,9,,,1,5,,1,LLB051
11212011,011212011,011212,011,2010,10,,,4,1,5,1,MLB051
11212011,011212011,011212,011,2012,11,,,1,5,,1,NLB085
11212011,011212011,011212,011,2014,12,,,4,1,1,1,OLB077
11212011,011212011,011212,011,2016,13,,,1,5,,1,PLB077
11219010,011219010,011219,010,2006,8,,,4,1,5,1,KLB051
11219010,011219010,011219,010,2010,10,,,2,1,5,1,MLB051
11219010,011219010,011219,010,2016,13,,,1,5,,1,PLB077
11219011,011219011,011219,011,2016,13,,,1,5,,1,PLB077
11230010,011230010,011230,010,2006,8,1,1,4,1,1,1,KLB051
11230010,011230010,011230,010,2008,9,,,1,5,,1,LLB051
11230010,011230010,011230,010,2010,10,2,2,4,1,1,1,MLB051
11230010,011230010,011230,010,2012,11,,,1,5,,1,NLB085
11230010,011230010,011230,010,2014,12,2,2,4,1,1,1,OLB077
11230010,011230010,011230,010,2016,13,,,1,5,,1,PLB077
11248010,011248010,011248,010,2006,8,1,1,4,1,1,1,KLB051
11248010,011248010,011248,010,2008,9,,,1,5,,1,LLB051
11248010,011248010,011248,010,2010,10,1,1,4,1,1,1,MLB051
11248010,011248010,011248,010,2012,11,,,1,5,,1,NLB085
11248010,011248010,011248,010,2014,12,1,1,4,1,1,1,OLB077
11248010,011248010,011248,010,2016,13,,,1,5,,1,PLB077
11253010,011253010,011253,010,2006,8,,,1,5,,1,KLB051
11253010,011253010,011253,010,2008,9,1,1,4,1,1,1,LLB051
11253010,011253010,011253,010,2010,10,,,1,5,,1,MLB051
11253010,011253010,011253,010,2012,11,1,1,4,1,1,1,NLB085
11253010,011253010,011253,010,2014,12,,,1,5,,1,OLB077
11253010,011253010,011253,010,2016,13,1,1,4,1,1,1,PLB077
11256010,011256010,011256,010,2006,8,1,1,4,1,1,1,KLB051
11256010,011256010,011256,010,2008,9,,,1,5,,1,LLB051
11256010,011256010,011256,010,2010,10,1,1,4,1,1,1,MLB051
11256010,011256010,011256,010,2012,11,,,1,5,,1,NLB085
11256010,011256010,011256,010,2014,12,1,1,4,1,1,1,OLB077
11256010,011256010,011256,010,2016,13,,,1,5,,1,PLB077
11256040,011256040,011256,040,2006,8,1,1,4,1,1,1,KLB051
11256040,011256040,011256,040,2008,9,,,1,5,,1,LLB051
11256040,011256040,011256,040,2010,10,2,2,4,1,1,1,MLB051
11256040,011256040,011256,040,2012,11,,,1,5,,1,NLB085
11256040,011256040,011256,040,2014,12,2,2,4,1,1,1,OLB077
11277010,011277010,011277,010,2006,8,1,1,4,1,1,1,KLB051
11277010,011277010,011277,010,2008,9,,,1,5,,1,LLB051
11277010,011277010,011277,010,2010,10,,,4,1,1,1,MLB051
11277010,011277010,011277,010,2012,11,,,1,5,,1,NLB085
11323010,011323010,011323,010,2006,8,,,2,5,,1,KLB051
11323010,011323010,011323,010,2012,11,,,1,5,,1,NLB085
11323010,011323010,011323,010,2014,12,,,3,1,5,1,OLB077
11323010,011323010,011323,010,2016,13,,,1,5,,1,PLB077
11332010,011332010,011332,010,2006,8,,,1,5,,1,KLB051
11332010,011332010,011332,010,2008,9,1,1,4,1,1,1,LLB051
11332010,011332010,011332,010,2010,10,,,1,5,,1,MLB051
11332010,011332010,011332,010,2012,11,1,1,4,1,1,1,NLB085
11332010,011332010,011332,010,2014,12,,,1,5,,1,OLB077
11332010,011332010,011332,010,2016,13,1,1,4,1,1,1,PLB077
11332020,011332020,011332,020,2006,8,,,1,5,,1,KLB051
11332020,011332020,011332,020,2008,9,1,1,4,1,1,1,LLB051
11332020,011332020,011332,020,2010,10,,,1,5,,1,MLB051
11332020,011332020,011332,020,2012,11,1,1,4,1,1,1,NLB085
11332020,011332020,011332,020,2014,12,,,1,5,,1,OLB077
11332020,011332020,011332,020,2016,13,1,1,4,1,1,1,PLB077
11333020,011333020,011333,020,2006,8,1,1,4,1,1,1,KLB051
11333020,011333020,011333,020,2008,9,,,1,5,,1,LLB051
11333020,011333020,011333,020,2010,10,1,1,4,1,1,1,MLB051
11333020,011333020,011333,020,2012,11,,,1,5,,1,NLB085
11333020,011333020,011333,020,2014,12,1,1,4,1,1,1,OLB077
11333020,011333020,011333,020,2016,13,,,1,5,,1,PLB077
11333030,011333030,011333,030,2006,8,1,1,4,1,1,1,KLB051
11333030,011333030,011333,030,2008,9,,,1,5,,1,LLB051
11333030,011333030,011333,030,2010,10,1,1,4,1,1,1,MLB051
11333030,011333030,011333,030,2012,11,,,1,5,,1,NLB085
11341010,011341010,011341,010,2006,8,1,1,4,1,1,1,KLB051
11341010,011341010,011341,010,2008,9,,,1,5,,1,LLB051
11341010,011341010,011341,010,2010,10,1,1,4,1,1,1,MLB051
11341010,011341010,011341,010,2012,11,,,1,5,,1,NLB085
11341010,011341010,011341,010,2014,12,1,1,4,1,1,1,OLB077
11341010,011341010,011341,010,2016,13,,,1,5,,1,PLB077
11345010,011345010,011345,010,2006,8,,,1,5,,1,KLB051
11345010,011345010,011345,010,2008,9,,,2,1,5,1,LLB051
11345010,011345010,011345,010,2010,10,,,1,5,,1,MLB051
11345010,011345010,011345,010,2012,11,,,4,1,5,1,NLB085
11345010,011345010,011345,010,2014,12,,,1,5,,1,OLB077
11345020,011345020,011345,020,2006,8,,,1,5,,1,KLB051
11345020,011345020,011345,020,2008,9,,,4,1,5,1,LLB051
11345020,011345020,011345,020,2010,10,,,1,5,,1,MLB051
11345020,011345020,011345,020,2012,11,,,4,1,5,1,NLB085
11345020,011345020,011345,020,2014,12,,,1,5,,1,OLB077
11347020,011347020,011347,020,2006,8,1,1,4,1,1,1,KLB051
11347020,011347020,011347,020,2008,9,,,1,5,,1,LLB051
11347020,011347020,011347,020,2010,10,,9,4,1,1,1,MLB051
11347020,011347020,011347,020,2012,11,,,1,5,,1,NLB085
11347020,011347020,011347,020,2014,12,1,1,4,1,1,1,OLB077
11347020,011347020,011347,020,2016,13,,,1,5,,1,PLB077
11347030,011347030,011347,030,2006,8,1,1,4,1,1,1,KLB051
11347030,011347030,011347,030,2008,9,,,1,5,,1,LLB051
11347030,011347030,011347,030,2010,10,1,1,4,1,1,1,MLB051
11347030,011347030,011347,030,2012,11,,,1,5,,1,NLB085
11347030,011347030,011347,030,2014,12,1,1,4,1,1,1,OLB077
11347030,011347030,011347,030,2016,13,,,1,5,,1,PLB077
11368010,011368010,011368,010,2006,8,,,1,5,,1,KLB051
11368010,011368010,011368,010,2008,9,1,1,4,1,1,1,LLB051
11368010,011368010,011368,010,2010,10,,,1,5,,1,MLB051
11368010,011368010,011368,010,2012,11,1,1,4,1,1,1,NLB085
11368010,011368010,011368,010,2014,12,,,1,5,,1,OLB077
11368010,011368010,011368,010,2016,13,1,1,4,1,1,1,PLB077
11368020,011368020,011368,020,2006,8,,,1,5,,1,KLB051
11368020,011368020,011368,020,2008,9,1,1,4,1,1,1,LLB051
11368020,011368020,011368,020,2010,10,,,1,5,,1,MLB051
11368020,011368020,011368,020,2012,11,1,1,4,1,1,1,NLB085
11368020,011368020,011368,020,2014,12,,,1,5,,1,OLB077
11377010,011377010,011377,010,2006,8,,,1,5,,1,KLB051
11377010,011377010,011377,010,2008,9,1,1,4,1,1,1,LLB051
11377010,011377010,011377,010,2010,10,,,1,5,,1,MLB051
11377010,011377010,011377,010,2012,11,1,1,4,1,1,1,NLB085
11377010,011377010,011377,010,2014,12,,,1,5,,1,OLB077
11377010,011377010,011377,010,2016,13,1,1,4,1,1,1,PLB077
11377040,011377040,011377,040,2006,8,,,1,5,,1,KLB051
11377040,011377040,011377,040,2008,9,1,1,4,1,1,1,LLB051
11377040,011377040,011377,040,2010,10,,,1,5,,1,MLB051
11377040,011377040,011377,040,2012,11,1,1,4,1,1,1,NLB085
11377040,011377040,011377,040,2014,12,,,1,5,,1,OLB077
11377040,011377040,011377,040,2016,13,1,1,4,1,1,1,PLB077
11378010,011378010,011378,010,2006,8,1,1,4,1,1,1,KLB051
11378010,011378010,011378,010,2008,9,,,1,5,,1,LLB051
11378010,011378010,011378,010,2010,10,1,1,4,1,1,1,MLB051
11378010,011378010,011378,010,2012,11,,,1,5,,1,NLB085
11378010,011378010,011378,010,2014,12,,,2,1,5,1,OLB077
11378010,011378010,011378,010,2016,13,,,1,5,,1,PLB077
11378020,011378020,011378,020,2006,8,1,1,4,1,1,1,KLB051
11378020,011378020,011378,020,2008,9,,,1,5,,1,LLB051
11378020,011378020,011378,020,2010,10,1,1,4,1,1,1,MLB051
11378020,011378020,011378,020,2012,11,,,1,5,,1,NLB085
11378020,011378020,011378,020,2014,12,1,1,4,1,1,1,OLB077
11378020,011378020,011378,020,2016,13,,,1,5,,1,PLB077
11379020,011379020,011379,020,2006,8,1,1,4,1,1,1,KLB051
11379020,011379020,011379,020,2008,9,,,1,5,,1,LLB051
11379020,011379020,011379,020,2010,10,2,2,3,1,1,1,MLB051
11387020,011387020,011387,020,2006,8,1,1,4,1,1,1,KLB051
11387020,011387020,011387,020,2008,9,,,1,5,,1,LLB051
11387020,011387020,011387,020,2010,10,,,4,1,5,1,MLB051
11387020,011387020,011387,020,2012,11,,,1,5,,1,NLB085
11387020,011387020,011387,020,2014,12,,,2,1,5,1,OLB077
11423010,011423010,011423,010,2006,8,,,1,5,,1,KLB051
11423010,011423010,011423,010,2008,9,1,1,4,1,1,1,LLB051
11423010,011423010,011423,010,2010,10,,,1,5,,1,MLB051
11423010,011423010,011423,010,2012,11,2,2,4,1,1,1,NLB085
11423010,011423010,011423,010,2014,12,,,1,5,,1,OLB077
11466040,011466040,011466,040,2006,8,,,1,5,,1,KLB051
11466040,011466040,011466,040,2008,9,,,4,1,1,1,LLB051
11466040,011466040,011466,040,2010,10,,,1,5,,1,MLB051
11466040,011466040,011466,040,2012,11,,3,4,1,4,1,NLB085
11466040,011466040,011466,040,2014,12,,,1,5,,1,OLB077
11466040,011466040,011466,040,2016,13,,,4,1,1,1,PLB077
11467010,011467010,011467,010,2006,8,,,1,5,,1,KLB051
11467010,011467010,011467,010,2008,9,2,2,4,1,1,1,LLB051
11467010,011467010,011467,010,2010,10,,,1,5,,1,MLB051
11467010,011467010,011467,010,2012,11,,,4,1,5,1,NLB085
11467010,011467010,011467,010,2014,12,,,1,5,,1,OLB077
11467010,011467010,011467,010,2016,13,,,4,1,5,1,PLB077
11477010,011477010,011477,010,2006,8,,,1,5,,1,KLB051
11477010,011477010,011477,010,2008,9,1,1,4,1,1,1,LLB051
11477010,011477010,011477,010,2010,10,,,1,5,,1,MLB051
11477010,011477010,011477,010,2012,11,,,4,1,5,1,NLB085
11477011,011477011,011477,011,2006,8,,,1,5,,1,KLB051
11477011,011477011,011477,011,2010,10,,,1,5,,1,MLB051
11477011,011477011,011477,011,2012,11,,,4,1,1,1,NLB085
11477011,011477011,011477,011,2014,12,,,1,5,,1,OLB077
11479010,011479010,011479,010,2006,8,,,1,5,,1,KLB051
11479040,011479040,011479,040,2006,8,,,1,5,,1,KLB051
11479040,011479040,011479,040,2008,9,2,2,4,1,1,1,LLB051
11506010,011506010,011506,010,2006,8,,,1,5,,1,KLB051
11506010,011506010,011506,010,2008,9,1,1,4,1,1,1,LLB051
11506010,011506010,011506,010,2010,10,,,1,5,,1,MLB051
11506010,011506010,011506,010,2012,11,1,1,4,1,1,1,NLB085
11506010,011506010,011506,010,2014,12,,,1,5,,1,OLB077
11506010,011506010,011506,010,2016,13,1,1,4,1,1,1,PLB077
11563010,011563010,011563,010,2006,8,,,1,5,,1,KLB051
11563010,011563010,011563,010,2008,9,1,1,4,1,1,1,LLB051
11563010,011563010,011563,010,2010,10,,,1,5,,1,MLB051
11563010,011563010,011563,010,2012,11,,,4,1,1,1,NLB085
11563010,011563010,011563,010,2014,12,,,1,5,,1,OLB077
11563010,011563010,011563,010,2016,13,1,1,4,1,1,1,PLB077
11575010,011575010,011575,010,2006,8,,,2,5,,1,KLB051
11575020,011575020,011575,020,2006,8,1,1,4,1,1,1,KLB051
11575020,011575020,011575,020,2008,9,,,1,5,,1,LLB051
11575020,011575020,011575,020,2010,10,1,1,4,1,1,1,MLB051
11575020,011575020,011575,020,2012,11,,,1,5,,1,NLB085
11575020,011575020,011575,020,2014,12,1,1,4,1,1,1,OLB077
11575020,011575020,011575,020,2016,13,,,1,5,,1,PLB077
11582020,011582020,011582,020,2006,8,1,1,4,1,1,1,KLB051
11582020,011582020,011582,020,2008,9,,,1,5,,1,LLB051
11582020,011582020,011582,020,2010,10,1,1,4,1,1,1,MLB051
11582020,011582020,011582,020,2012,11,,,1,5,,1,NLB085
11582020,011582020,011582,020,2014,12,1,1,4,1,1,1,OLB077
11582020,011582020,011582,020,2016,13,,,1,5,,1,PLB077
11590020,011590020,011590,020,2006,8,1,1,4,1,1,1,KLB051
11590020,011590020,011590,020,2008,9,,,1,5,,1,LLB051
11590020,011590020,011590,020,2010,10,1,1,4,1,1,1,MLB051
11590020,011590020,011590,020,2012,11,,,1,5,,1,NLB085
11590020,011590020,011590,020,2014,12,1,1,4,1,1,1,OLB077
11590020,011590020,011590,020,2016,13,,,1,5,,1,PLB077
11608010,011608010,011608,010,2006,8,1,1,4,1,1,1,KLB051
11608010,011608010,011608,010,2008,9,,,1,5,,1,LLB051
11608010,011608010,011608,010,2010,10,1,1,4,1,1,1,MLB051
11608010,011608010,011608,010,2012,11,,,1,5,,1,NLB085
11608010,011608010,011608,010,2016,13,,,1,5,,1,PLB077
11608040,011608040,011608,040,2006,8,1,1,4,1,1,1,KLB051
11608040,011608040,011608,040,2008,9,,,1,5,,1,LLB051
11608040,011608040,011608,040,2010,10,1,1,4,1,1,1,MLB051
11608040,011608040,011608,040,2012,11,,,1,5,,1,NLB085
11608040,011608040,011608,040,2014,12,1,1,2,1,1,1,OLB077
11611010,011611010,011611,010,2006,8,,,1,5,,1,KLB051
11611010,011611010,011611,010,2008,9,1,1,4,1,1,1,LLB051
11611010,011611010,011611,010,2010,10,,,1,5,,1,MLB051
11611010,011611010,011611,010,2012,11,1,1,4,1,1,1,NLB085
11611010,011611010,011611,010,2014,12,,,1,5,,1,OLB077
11611010,011611010,011611,010,2016,13,1,1,4,1,1,1,PLB077
11611011,011611011,011611,011,2016,13,1,1,4,1,1,1,PLB077
11612010,011612010,011612,010,2006,8,,,1,5,,1,KLB051
11612010,011612010,011612,010,2010,10,,,1,5,,1,MLB051
11612010,011612010,011612,010,2012,11,,,2,1,5,1,NLB085
11612010,011612010,011612,010,2014,12,,,1,5,,1,OLB077
11612040,011612040,011612,040,2010,10,,,1,5,,1,MLB051
11612040,011612040,011612,040,2012,11,,,2,1,5,1,NLB085
11620010,011620010,011620,010,2006,8,1,1,4,1,1,1,KLB051
11620010,011620010,011620,010,2008,9,,,1,5,,1,LLB051
11620010,011620010,011620,010,2010,10,1,1,4,1,1,1,MLB051
11620010,011620010,011620,010,2012,11,,,1,5,,1,NLB085
11620010,011620010,011620,010,2014,12,1,1,4,1,1,1,OLB077
11620010,011620010,011620,010,2016,13,,,1,5,,1,PLB077
11620040,011620040,011620,040,2006,8,1,1,4,1,1,1,KLB051
11620040,011620040,011620,040,2008,9,,,1,5,,1,LLB051
11620040,011620040,011620,040,2010,10,,,2,1,5,1,MLB051
11620040,011620040,011620,040,2012,11,,,1,5,,1,NLB085
11620040,011620040,011620,040,2014,12,1,1,4,1,1,1,OLB077
11620040,011620040,011620,040,2016,13,,,1,5,,1,PLB077
11626010,011626010,011626,010,2006,8,,,1,5,,1,KLB051
11626010,011626010,011626,010,2008,9,1,1,2,1,1,1,LLB051
